Component,Message Purpose,Service ID,Function Id,Opcode,,,
rcfi_ , SelectTrafficScenarioMethodStart ,44,48,2,,,
rcfi_ , SetCalculationJobAndActivateRouteMethodResult ,44,2321,7,,,
rcfi_ , SetCalculationJobAndActivateRouteMethodStart ,44,2321,2,,,
rcfi_ , SetCalculationModeMethodResult ,44,32,7,,,
rcfi_ , SetCalculationModeMethodStart ,44,32,2,,,
rcfi_ , SetCriterionAndUpdateRouteMethodResult ,44,2311,7,,,
rcfi_ , SetCriterionAndUpdateRouteMethodStart ,44,2311,2,,,
rcfi_ , SetEntryPointsAndUpdateRouteMethodResult ,44,2314,7,,,
rcfi_ , SetEntryPointsAndUpdateRouteMethodStart ,44,2314,2,,,
rcfi_ , SetPositionAndUpdateRouteMethodResult ,44,2310,7,,,
rcfi_ , SetPositionAndUpdateRouteMethodStart ,44,2310,2,,,
rcfi_ , SetThresholdDefinitionProfileMethodResult ,44,16386,7,,,
rcfi_ , SetThresholdDefinitionProfileMethodStart ,44,16386,2,,,
rcfi_ , SetTrackedSegmentMethodResult ,44,12,7,,,
rcfi_ , SetTrackedSegmentMethodStart ,44,12,2,,,
rcfi_ , SetTrafficMessagesAndUpdateRouteMethodResult ,44,2312,7,,,
rcfi_ , SetTrafficMessagesAndUpdateRouteMethodStart ,44,2312,2,,,
rcfi_ , SetTravelAdvantageThresholdsMethodResult ,44,16385,7,,,
rcfi_ , SetTravelAdvantageThresholdsMethodStart ,44,16385,2,,,
rcfi_ , StartLoadingMethodResult ,44,3073,7,,,
rcfi_ , StartLoadingMethodStart ,44,3073,2,,,
rcfi_ , StartRouteCalculationMethodResult ,44,10,7,,,
rcfi_ , StartRouteCalculationMethodStart ,44,10,2,,,
rcfi_ , StopLoadingMethodResult ,44,3074,7,,,
rcfi_ , StopLoadingMethodStart ,44,3074,2,,,
rcfi_ , StopRouteCalculationMethodResult ,44,11,7,,,
rcfi_ , StopRouteCalculationMethodStart ,44,11,2,,,
rcfi_ , SwitchMissionMethodResult ,44,2315,7,,,
rcfi_ , SwitchMissionMethodStart ,44,2315,2,,,
rcfi_ , TravelValuesChangeStatus ,44,18,6,,,
rcfi_ , TravelValuesChangeUpReg ,44,18,3,,,
rcfi_ , TripStatusGet ,44,8,1,,,
rcfi_ , TripStatusStatus ,44,8,6,,,
rcfi_ , UpdatePositionMethodResult ,44,3075,7,,,
rcfi_ , UpdatePositionMethodStart ,44,3075,2,,,
rcfi_ , UpdateRouteInfoMethodResult ,44,3329,7,,,
rcfi_ , UpdateRouteInfoMethodStart ,44,3329,2,,,
rcfi_ , VerifyNewTrafficMessagesMethodResult ,44,2305,7,,,
rcfi_ , VerifyNewTrafficMessagesMethodStart ,44,2305,2,,,
regionknitterfi_ , KnitRegionMethodResult ,61,1792,7,,,
regionknitterfi_ , KnitRegionMethodStart ,61,1792,2,,,
regionknitterfi_ , PostUnknitRegionsMethodResult ,61,1796,7,,,
regionknitterfi_ , PostUnknitRegionsMethodStart ,61,1796,2,,,
regionknitterfi_ , PreKnitRegionMethodResult ,61,1795,7,,,
regionknitterfi_ , PreKnitRegionMethodStart ,61,1795,2,,,
regionknitterfi_ , ResumeMethodResult ,515,18,7,,,
regionknitterfi_ , ResumeMethodStart ,515,18,2,,,
regionknitterfi_ , UnknitRegionsMethodResult ,61,1793,7,,,
regionknitterfi_ , UnknitRegionsMethodStart ,61,1793,2,,,
ren_rendererfi_ , ActivateJLGObjectsMethodResult ,768,116,7,,,
ren_rendererfi_ , ActivateJLGObjectsMethodStart ,768,116,2,,,
ren_rendererfi_ , AddFMDataMethodResult ,768,112,7,,,
ren_rendererfi_ , AddFMDataMethodStart ,768,112,2,,,
ren_rendererfi_ , AddRouteDataMethodResult ,768,102,7,,,
ren_rendererfi_ , AddRouteDataMethodStart ,768,102,2,,,
ren_rendererfi_ , AddTMDataMethodResult ,768,103,7,,,
ren_rendererfi_ , AddTMDataMethodStart ,768,103,2,,,
ren_rendererfi_ , AddWeatherAlertsMethodResult ,768,125,7,,,
ren_rendererfi_ , AddWeatherAlertsMethodStart ,768,125,2,,,
ren_rendererfi_ , AddWeatherDataMethodResult ,768,124,7,,,
ren_rendererfi_ , AddWeatherDataMethodStart ,768,124,2,,,
ren_rendererfi_ , ApplySettingsMethodAbort ,768,99,5,,,
ren_rendererfi_ , ApplySettingsMethodResult ,768,99,7,,,
ren_rendererfi_ , ApplySettingsMethodStart ,768,99,2,,,
ren_rendererfi_ , ConfigureCarsorMethodResult ,768,121,7,,,
ren_rendererfi_ , ConfigureCarsorMethodStart ,768,121,2,,,
ren_rendererfi_ , ConfigureJunctionViewMethodResult ,768,115,7,,,
ren_rendererfi_ , ConfigureJunctionViewMethodStart ,768,115,2,,,
ren_rendererfi_ , ConfigurePOIMethodResult ,768,123,7,,,
ren_rendererfi_ , ConfigurePOIMethodStart ,768,123,2,,,
ren_rendererfi_ , ConfigureWeatherMethodResult ,768,122,7,,,
ren_rendererfi_ , ConfigureWeatherMethodStart ,768,122,2,,,
ren_rendererfi_ , ConfigViewMethodResult ,768,86,7,,,
ren_rendererfi_ , ConfigViewMethodStart ,768,86,2,,,
ren_rendererfi_ , ContinuousElevationMethodResult ,768,97,7,,,
ren_rendererfi_ , ContinuousElevationMethodStart ,768,97,2,,,
ren_rendererfi_ , ContinuousPitchMethodResult ,768,98,7,,,
ren_rendererfi_ , ContinuousPitchMethodStart ,768,98,2,,,
ren_rendererfi_ , ContinuousRotationMethodResult ,768,95,7,,,
ren_rendererfi_ , ContinuousRotationMethodStart ,768,95,2,,,
ren_rendererfi_ , ContinuousScrollingMethodResult ,768,94,7,,,
ren_rendererfi_ , ContinuousScrollingMethodStart ,768,94,2,,,
ren_rendererfi_ , ContinuousZoomMethodResult ,768,96,7,,,
ren_rendererfi_ , ContinuousZoomMethodStart ,768,96,2,,,
ren_rendererfi_ , CreateViewMethodResult ,768,83,7,,,
ren_rendererfi_ , CreateViewMethodStart ,768,83,2,,,
ren_rendererfi_ , CurrentCameraParametersGet ,768,132,1,,,
ren_rendererfi_ , CurrentCameraParametersRelUpReg ,768,132,4,,,
ren_rendererfi_ , CurrentCameraParametersStatus ,768,132,6,,,
ren_rendererfi_ , CurrentCameraParametersUpReg ,768,132,3,,,
ren_rendererfi_ , DeactivateJLGObjectsMethodResult ,768,117,7,,,
ren_rendererfi_ , DeactivateJLGObjectsMethodStart ,768,117,2,,,
ren_rendererfi_ , DecisionPointPassedGet ,768,130,1,,,
ren_rendererfi_ , DecisionPointPassedRelUpReg ,768,130,4,,,
ren_rendererfi_ , DecisionPointPassedSet ,768,130,0,,,
ren_rendererfi_ , DecisionPointPassedStatus ,768,130,6,,,
ren_rendererfi_ , DecisionPointPassedUpReg ,768,130,3,,,
ren_rendererfi_ , DeleteViewMethodResult ,768,85,7,,,
ren_rendererfi_ , DeleteViewMethodStart ,768,85,2,,,
ren_rendererfi_ , FilterFeatureMethodResult ,768,87,7,,,
ren_rendererfi_ , FilterFeatureMethodStart ,768,87,2,,,
ren_rendererfi_ , FilterFuelTypesMethodResult ,768,136,7,,,
ren_rendererfi_ , FilterFuelTypesMethodStart ,768,136,2,,,
ren_rendererfi_ , FilterLabelMethodResult ,768,88,7,,,
ren_rendererfi_ , FilterLabelMethodStart ,768,88,2,,,
ren_rendererfi_ , FilterPOIGroupMethodResult ,768,105,7,,,
ren_rendererfi_ , FilterPOIGroupMethodStart ,768,105,2,,,
ren_rendererfi_ , GetAvailableMapLanguageMethodResult ,768,89,7,,,
ren_rendererfi_ , GetAvailableMapLanguageMethodStart ,768,89,2,,,
ren_rendererfi_ , GetCameraParametersMethodResult ,768,91,7,,,
ren_rendererfi_ , GetCameraParametersMethodStart ,768,91,2,,,
ren_rendererfi_ , GetCameraParametersSimpleMethodResult ,768,101,7,,,
ren_rendererfi_ , GetCameraParametersSimpleMethodStart ,768,101,2,,,
ren_rendererfi_ , GetTestInfoMethodResultFirst ,768,113,10,,,
ren_rendererfi_ , GetTestInfoMethodResultLast ,768,113,12,,,
ren_rendererfi_ , GetTestInfoMethodResultMiddle ,768,113,11,,,
ren_rendererfi_ , GetTestInfoMethodStart ,768,113,2,,,
ren_rendererfi_ , JLGStateGet ,768,133,1,,,
ren_rendererfi_ , JLGStateRelUpReg ,768,133,4,,,
ren_rendererfi_ , JLGStateStatus ,768,133,6,,,
ren_rendererfi_ , JLGStateUpReg ,768,133,3,,,
ren_rendererfi_ , MapLanguageGet ,768,129,1,,,
ren_rendererfi_ , MapLanguageRelUpReg ,768,129,4,,,
ren_rendererfi_ , MapLanguageSet ,768,129,0,,,
ren_rendererfi_ , MapLanguageStatus ,768,129,6,,,
ren_rendererfi_ , MapLanguageUpReg ,768,129,3,,,
ren_rendererfi_ , ModifyViewMethodResult ,768,84,7,,,
ren_rendererfi_ , ModifyViewMethodStart ,768,84,2,,,
ren_rendererfi_ , PrepareJLGObjectMethodResult ,768,118,7,,,
ren_rendererfi_ , PrepareJLGObjectMethodStart ,768,118,2,,,
ren_rendererfi_ , RemoveJLGObjectMethodResult ,768,119,7,,,
ren_rendererfi_ , RemoveJLGObjectMethodStart ,768,119,2,,,
ren_rendererfi_ , RenderPixmapViewMethodResult ,768,120,7,,,
ren_rendererfi_ , RenderPixmapViewMethodStart ,768,120,2,,,
ren_rendererfi_ , SetCameraParametersMethodResult ,768,90,7,,,
ren_rendererfi_ , SetCameraParametersMethodStart ,768,90,2,,,
ren_rendererfi_ , SetCameraParametersSimpleMethodResult ,768,100,7,,,
ren_rendererfi_ , UpdateDataViewMethodResult ,768,104,7,,,
ren_rendererfi_ , UpdateDataViewMethodStart ,768,104,2,,,
ren_rendererfi_ , ViewParametersGet ,768,135,1,,,
ren_rendererfi_ , ViewParametersStatus ,768,135,6,,,
ren_rendererfi_ , ViewStatusGet ,768,128,1,,,
ren_rendererfi_ , ViewStatusRelUpReg ,768,128,4,,,
ren_rendererfi_ , ViewStatusSet ,768,128,0,,,
ren_rendererfi_ , ViewStatusStatus ,768,128,6,,,
ren_rendererfi_ , ViewStatusUpReg ,768,128,3,,,
ren_rendererfi_ , WeatherStatusGet ,623,10,1,,,
ren_rendererfi_ , WeatherStatusRelUpReg ,623,10,4,,,
ren_rendererfi_ , WeatherStatusStatus ,623,10,6,,,
ren_rendererfi_ , WeatherStatusUpReg ,623,10,3,,,
rfdfi_ , AcquireDataAccessMethodResult ,110,1536,7,,,
rfdfi_ , AcquireDataAccessMethodStart ,110,1536,2,,,
rfdfi_ , CurrTabWeatherDBInfoMethodResult ,110,1280,7,,,
rfdfi_ , CurrTabWeatherDBInfoMethodStart ,110,1280,2,,,
rfdfi_ , DeleteTabWeatherDBFileMethodResult ,110,1281,7,,,
rfdfi_ , DeleteTabWeatherDBFileMethodStart ,110,1281,2,,,
rfdfi_ , ExchangeDirectoryContentGet ,110,512,1,,,
rfdfi_ , ExchangeDirectoryContentRelUpReg ,110,512,4,,,
rfdfi_ , ExchangeDirectoryContentStatus ,110,512,6,,,
rfdfi_ , ExchangeDirectoryContentUpReg ,110,512,3,,,
rfdfi_ , ReleaseDataAccessMethodResult ,110,1537,7,,,
rfdfi_ , ReleaseDataAccessMethodStart ,110,1537,2,,,
rfdfi_ , RevertExistingDataBaseMethodResult ,110,1538,7,,,
rfdfi_ , RevertExistingDataBaseMethodStart ,110,1538,2,,,
rfdfi_ , TabWeatherDBUpdatedGet ,110,256,1,,,
rfdfi_ , TabWeatherDBUpdatedRelUpReg ,110,256,4,,,
rfdfi_ , TabWeatherDBUpdatedStatus ,110,256,6,,,
rfdfi_ , TabWeatherDBUpdatedUpReg ,110,256,3,,,
rgfi_ , ChangeGuidanceModeMethodResult ,31,260,7,,,
rgfi_ , ChangeGuidanceModeMethodStart ,31,260,2,,,
rgfi_ , ChangeSpeechFeatureMethodResult ,31,3433,7,,,
rgfi_ , ChangeSpeechFeatureMethodStart ,31,3433,2,,,
rgfi_ , ChangeSpeechLanguageMethodResult ,31,3427,7,,,
rgfi_ , ChangeSpeechLanguageMethodStart ,31,3427,2,,,
rgfi_ , ChangeSpeechMetricSystemMethodResult ,31,3430,7,,,
rgfi_ , ChangeSpeechMetricSystemMethodStart ,31,3430,2,,,
rgfi_ , ChangeWarningsOnHorizonModeMethodResult ,31,17,7,,,
rgfi_ , ChangeWarningsOnHorizonModeMethodStart ,31,17,2,,,
rgfi_ , CoastingAdviceConfigurationGet ,31,404,1,,,
rgfi_ , CoastingAdviceConfigurationRelUpReg ,31,404,4,,,
rgfi_ , CoastingAdviceConfigurationSet ,31,404,0,,,
rgfi_ , CoastingAdviceConfigurationStatus ,31,404,6,,,
rgfi_ , CoastingAdviceConfigurationUpReg ,31,404,3,,,
rgfi_ , CurrentGuidanceDescriptorGet ,31,336,1,,,
rgfi_ , CurrentGuidanceDescriptorStatus ,31,336,6,,,
rgfi_ , CurrentLaneInfoGet ,31,401,1,,,
rgfi_ , CurrentLaneInfoStatus ,31,401,6,,,
rgfi_ , CurveWarningConfigurationGet ,31,402,1,,,
rgfi_ , CurveWarningConfigurationSet ,31,402,0,,,
rgfi_ , CurveWarningConfigurationStatus ,31,402,6,,,
rgfi_ , DataCarrierRequestGet ,31,262,1,,,
rgfi_ , DataCarrierRequestStatus ,31,262,6,,,
rgfi_ , DataProcessedRelUpReg ,31,3462,4,,,
rgfi_ , DataProcessedStatus ,31,3462,6,,,
rgfi_ , DataProcessedUpReg ,31,3462,3,,,
rgfi_ , DistanceToCurrentManoeuvreGet ,31,338,1,,,
rgfi_ , DistanceToCurrentManoeuvreStatus ,31,338,6,,,
rgfi_ , DistanceToNextManeuverGet ,31,289,1,,,
rgfi_ , DistanceToNextManeuverStatus ,31,289,6,,,
rgfi_ , DriverSpeedAdviceGet ,31,5,1,,,
rgfi_ , DriverSpeedAdviceRelUpReg ,31,5,4,,,
rgfi_ , DriverSpeedAdviceStatus ,31,5,6,,,
rgfi_ , DriverSpeedAdviceUpReg ,31,5,3,,,
rgfi_ , FunctionalityStatesGet ,31,417,1,,,
rgfi_ , FunctionalityStatesSet ,31,417,0,,,
rgfi_ , FunctionalityStatesStatus ,31,417,6,,,
rgfi_ , GetAvailableSpeechFeatureMethodResult ,31,3432,7,,,
rgfi_ , GetAvailableSpeechFeatureMethodStart ,31,3432,2,,,
rgfi_ , GetAvailableSpeechLanguagesMethodResult ,31,3425,7,,,
rgfi_ , GetAvailableSpeechLanguagesMethodStart ,31,3425,2,,,
rgfi_ , GetAvailableSpeechMetricSystemsMethodResult ,31,3428,7,,,
rgfi_ , GetAvailableSpeechMetricSystemsMethodStart ,31,3428,2,,,
rgfi_ , GetSupportedFunctionalityStatesMethodResult ,31,416,7,,,
rgfi_ , GetSupportedFunctionalityStatesMethodStart ,31,416,2,,,
rgfi_ , GuidanceModeGet ,31,259,1,,,
rgfi_ , GuidanceModeStatus ,31,259,6,,,
rgfi_ , GuidanceStatusGet ,31,261,1,,,
rgfi_ , GuidanceStatusStatus ,31,261,6,,,
rgfi_ , HorizonDeltaDistanceGet ,31,3,1,,,
rgfi_ , HorizonDeltaDistanceStatus ,31,3,6,,,
rgfi_ , HorizonEventsGet ,31,4,1,,,
rgfi_ , HorizonEventsStatus ,31,4,6,,,
rgfi_ , LastDrivingRecommendationGet ,31,3461,1,,,
rgfi_ , LastDrivingRecommendationStatus ,31,3461,6,,,
rgfi_ , LastProcessedRouteInfoListGet ,31,405,1,,,
rgfi_ , LastProcessedRouteInfoListRelUpReg ,31,405,4,,,
rgfi_ , LastProcessedRouteInfoListStatus ,31,405,6,,,
rgfi_ , LastProcessedRouteInfoListUpReg ,31,405,3,,,
rgfi_ , LastProcessedTEAHorizonGet ,31,406,1,,,
rgfi_ , LastProcessedTEAHorizonRelUpReg ,31,406,4,,,
rgfi_ , LastProcessedTEAHorizonStatus ,31,406,6,,,
rgfi_ , LastProcessedTEAHorizonUpReg ,31,406,3,,,
rgfi_ , LastProcessedTEAMPPGet ,31,407,1,,,
rgfi_ , LastProcessedTEAMPPRelUpReg ,31,407,4,,,
rgfi_ , LastProcessedTEAMPPStatus ,31,407,6,,,
rgfi_ , LastProcessedTEAMPPUpReg ,31,407,3,,,
rgfi_ , MultiMediaInformationGet ,31,385,1,,,
rgfi_ , MultiMediaInformationStatus ,31,385,6,,,
rgfi_ , NextGuidanceDescriptorsGet ,31,337,1,,,
rgfi_ , NextGuidanceDescriptorsStatus ,31,337,6,,,
rgfi_ , NextManeuverDescriptorGet ,31,321,1,,,
rgfi_ , NextManeuverDescriptorStatus ,31,321,6,,,
rgfi_ , NextMapManeuverDescriptorGet ,31,322,1,,,
rgfi_ , NextMapManeuverDescriptorStatus ,31,322,6,,,
rgfi_ , NextWarningPointDeltaGet ,31,1,1,,,
rgfi_ , NextWarningPointDeltaStatus ,31,1,6,,,
rgfi_ , NextWarningPointGet ,31,2,1,,,
rgfi_ , NextWarningPointStatus ,31,2,6,,,
rgfi_ , PlayDebugSoundMethodStart ,31,3457,2,,,
rgfi_ , PredictiveCCSpeedRecommendationRelUpReg ,31,514,4,,,
rgfi_ , PredictiveCCSpeedRecommendationStatus ,31,514,6,,,
rgfi_ , PredictiveCCSpeedRecommendationUpReg ,31,514,3,,,
rgfi_ , PredictiveCCStateGet ,31,513,1,,,
rgfi_ , PredictiveCCStateRelUpReg ,31,513,4,,,
rgfi_ , PredictiveCCStateStatus ,31,513,6,,,
rgfi_ , PredictiveCCStateUpReg ,31,513,3,,,
rgfi_ , RetriggerAcousticOutputMethodResult ,31,353,7,,,
rgfi_ , RetriggerAcousticOutputMethodStart ,31,353,2,,,
rgfi_ , SetPredictiveCCModeMethodResult ,31,512,7,,,
rgfi_ , SetPredictiveCCModeMethodStart ,31,512,2,,,
rgfi_ , SetUserProfilesMethodResult ,31,263,7,,,
rgfi_ , SetUserProfilesMethodStart ,31,263,2,,,
rgfi_ , SignPostAndLaneInfoGet ,31,323,1,,,
rgfi_ , SignPostAndLaneInfoStatus ,31,323,6,,,
rgfi_ , SpeakSentenceMethodResult ,512,537,7,,,
rgfi_ , SpeakSentenceMethodStart ,512,537,2,,,
rgfi_ , SpeakTMInfoAbortResult ,31,3434,9,,,
rgfi_ , SpeakTMInfoMethodAbort ,31,3434,5,,,
rgfi_ , SpeakTMInfoMethodResult ,31,3434,7,,,
rgfi_ , SpeakTMInfoMethodStart ,31,3434,2,,,
rgfi_ , SpeechFeatureGet ,31,3440,1,,,
rgfi_ , SpeechFeatureStatus ,31,3440,6,,,
rgfi_ , SpeechLanguageGet ,31,3426,1,,,
rgfi_ , SpeechLanguageStatus ,31,3426,6,,,
rgfi_ , SpeechMetricSystemGet ,31,3429,1,,,
rgfi_ , SpeechMetricSystemStatus ,31,3429,6,,,
rgfi_ , SpeedAdviceConfigurationGet ,31,408,1,,,
rgfi_ , SpeedAdviceConfigurationRelUpReg ,31,408,4,,,
rgfi_ , SpeedAdviceConfigurationSet ,31,408,0,,,
rgfi_ , SpeedAdviceConfigurationStatus ,31,408,6,,,
rgfi_ , SpeedAdviceConfigurationUpReg ,31,408,3,,,
rgfi_ , SpeedLimitExceedingConfigurationGet ,31,400,1,,,
rgfi_ , SpeedLimitExceedingConfigurationSet ,31,400,0,,,
rgfi_ , SpeedLimitExceedingConfigurationStatus ,31,400,6,,,
rgfi_ , StartGuidanceMethodResult ,31,257,7,,,
rgfi_ , StartGuidanceMethodStart ,31,257,2,,,
rgfi_ , StopGuidanceMethodResult ,31,258,7,,,
rgfi_ , StopGuidanceMethodStart ,31,258,2,,,
rgfi_ , TrafficAnnouncementConfigurationGet ,31,515,1,,,
rgfi_ , TrafficAnnouncementConfigurationRelUpReg ,31,515,4,,,
rgfi_ , TrafficAnnouncementConfigurationSet ,31,515,0,,,
rgfi_ , TrafficAnnouncementConfigurationStatus ,31,515,6,,,
rgfi_ , TrafficAnnouncementConfigurationUpReg ,31,515,3,,,
rgfi_ , TurnToInfoGet ,31,290,1,,,
rgfi_ , TurnToInfoStatus ,31,290,6,,,
rgfi_ , UPOIAnnouncementCategoriesGet ,31,403,1,,,
rgfi_ , UPOIAnnouncementCategoriesStatus ,31,403,6,,,
rgfi_ , WarningsOnHorizonModeGet ,31,16,1,,,
rgfi_ , WarningsOnHorizonModeStatus ,31,16,6,,,
rtffi_ , ConfirmStateReachedMethodResult ,29,3,7,,,
rtffi_ , ConfirmStateReachedMethodStart ,29,3,2,,,
rtffi_ , ConnectTaskMethodResult ,29,1,7,,,
rtffi_ , ConnectTaskMethodStart ,29,1,2,,,
rtffi_ , DisconnectTaskMethodResult ,29,2,7,,,
rtffi_ , DisconnectTaskMethodStart ,29,2,2,,,
rtffi_ , InternalMessageMethodResult ,29,255,7,,,
rtffi_ , InternalMessageMethodStart ,29,255,2,,,
rtffi_ , RequestShutdownMethodResult ,29,4,7,,,
rtffi_ , RequestShutdownMethodStart ,29,4,2,,,
rtffi_ , TransitionRequestGet ,29,5,1,,,
rtffi_ , TransitionRequestStatus ,29,5,6,,,
sds_promptplayerfi_ , AvailableDlgApplicationsGet ,515,9,1,,,
sds_promptplayerfi_ , AvailableDlgApplicationsRelUpReg ,515,9,4,,,
sds_promptplayerfi_ , AvailableDlgApplicationsStatus ,515,9,6,,,
sds_promptplayerfi_ , AvailableDlgApplicationsUpReg ,515,9,3,,,
sds_promptplayerfi_ , AvailableSpeakersGet ,515,7,1,,,
sds_promptplayerfi_ , AvailableSpeakersRelUpReg ,515,7,4,,,
sds_promptplayerfi_ , AvailableSpeakersStatus ,515,7,6,,,
sds_promptplayerfi_ , AvailableSpeakersUpReg ,515,7,3,,,
sds_promptplayerfi_ , DlgApplicationsGet ,515,10,1,,,
sds_promptplayerfi_ , DlgApplicationsRelUpReg ,515,10,4,,,
sds_promptplayerfi_ , DlgApplicationsStatus ,515,10,6,,,
sds_promptplayerfi_ , DlgApplicationsUpReg ,515,10,3,,,
sds_promptplayerfi_ , InitializeMethodResult ,515,33,7,,,
sds_promptplayerfi_ , InitializeMethodStart ,515,33,2,,,
sds_promptplayerfi_ , PauseMethodResult ,515,17,7,,,
sds_promptplayerfi_ , PauseMethodStart ,515,17,2,,,
sds_promptplayerfi_ , PlayMethodResultFirst ,515,15,10,,,
sds_promptplayerfi_ , PlayMethodResultLast ,515,15,12,,,
sds_promptplayerfi_ , PlayMethodResultMiddle ,515,15,11,,,
sds_promptplayerfi_ , PlayMethodStart ,515,15,2,,,
sds_promptplayerfi_ , PrompterStatusGet ,515,4,1,,,
sds_promptplayerfi_ , PrompterStatusRelUpReg ,515,4,4,,,
sds_promptplayerfi_ , PrompterStatusStatus ,515,4,6,,,
sds_promptplayerfi_ , PrompterStatusUpReg ,515,4,3,,,
sds_promptplayerfi_ , PrompterSWVersionGet ,515,5,1,,,
sds_promptplayerfi_ , PrompterSWVersionRelUpReg ,515,5,4,,,
sds_promptplayerfi_ , PrompterSWVersionStatus ,515,5,6,,,
sds_promptplayerfi_ , PrompterSWVersionUpReg ,515,5,3,,,
sds_promptplayerfi_ , PromptLengthGet ,515,256,1,,,
sds_promptplayerfi_ , PromptLengthRelUpReg ,515,256,4,,,
sds_promptplayerfi_ , PromptLengthSet ,515,256,0,,,
sds_promptplayerfi_ , PromptLengthStatus ,515,256,6,,,
sds_promptplayerfi_ , PromptLengthUpReg ,515,256,3,,,
sds_promptplayerfi_ , Set2DefaultMethodResult ,515,20,7,,,
sds_promptplayerfi_ , Set2DefaultMethodStart ,515,20,2,,,
sds_promptplayerfi_ , SetDlgApplicationMethodResult ,515,14,7,,,
sds_promptplayerfi_ , SetDlgApplicationMethodStart ,515,14,2,,,
sds_promptplayerfi_ , SetSpeakerMethodResult ,515,11,7,,,
sds_promptplayerfi_ , SetSpeakerMethodStart ,515,11,2,,,
sds_promptplayerfi_ , SpeakerGet ,515,6,1,,,
sds_promptplayerfi_ , SpeakerRelUpReg ,515,6,4,,,
sds_promptplayerfi_ , SpeakerStatus ,515,6,6,,,
sds_promptplayerfi_ , SpeakerUpReg ,515,6,3,,,
sds_promptplayerfi_ , SpeechDataContentsMethodResult ,515,12,7,,,
sds_promptplayerfi_ , SpeechDataContentsMethodStart ,515,12,2,,,
sds_promptplayerfi_ , SpeechDataCustomerGet ,515,8,1,,,
sds_promptplayerfi_ , SpeechDataCustomerStatus ,515,8,6,,,
sds_promptplayerfi_ , SpeechDataFormatGet ,515,2,1,,,
sds_promptplayerfi_ , SpeechDataFormatRelUpReg ,515,2,4,,,
sds_promptplayerfi_ , SpeechDataFormatStatus ,515,2,6,,,
sds_promptplayerfi_ , SpeechDataFormatUpReg ,515,2,3,,,
sds_promptplayerfi_ , SpeechDataMemoryGet ,515,1,1,,,
sds_promptplayerfi_ , SpeechDataMemoryRelUpReg ,515,1,4,,,
sds_promptplayerfi_ , SpeechDataMemoryStatus ,515,1,6,,,
sds_promptplayerfi_ , SpeechDataMemoryUpReg ,515,1,3,,,
sds_promptplayerfi_ , SpeechDataSettingsGet ,515,3,1,,,
sds_promptplayerfi_ , SpeechDataSettingsStatus ,515,3,6,,,
sds_promptplayerfi_ , StopMethodResult ,515,16,7,,,
sds_promptplayerfi_ , StopMethodStart ,515,16,2,,,
sds_promptplayerfi_ , testtestMethodResult ,515,19,7,,,
sds_promptplayerfi_ , testtestMethodStart ,515,19,2,,,
sds_rec_recogservicefi_ , ActivateInternetAppRecogConfigurationMethodResult ,513,4626,7,,,
sds_rec_recogservicefi_ , ActivateInternetAppRecogConfigurationMethodStart ,513,4626,2,,,
sds_rec_recogservicefi_ , ActivateNaviConfigurationMethodResult ,513,4617,7,,,
sds_rec_recogservicefi_ , ActivateNaviConfigurationMethodStart ,513,4617,2,,,
sds_rec_recogservicefi_ , ActivateRecogConfigurationMethodResult ,513,4616,7,,,
sds_rec_recogservicefi_ , ActivateRecogConfigurationMethodStart ,513,4616,2,,,
sds_rec_recogservicefi_ , ClassifySemTopicsMethodResult ,513,48,7,,,
sds_rec_recogservicefi_ , ClassifySemTopicsMethodStart ,513,48,2,,,
sds_rec_recogservicefi_ , CloseRecogResourcesMethodResult ,513,53,7,,,
sds_rec_recogservicefi_ , CloseRecogResourcesMethodStart ,513,53,2,,,
sds_rec_recogservicefi_ , CloseRecogSessionMethodResult ,513,4615,7,,,
sds_rec_recogservicefi_ , CloseRecogSessionMethodStart ,513,4615,2,,,
sds_rec_recogservicefi_ , CommitTrainedUserWordMethodResult ,513,4628,7,,,
sds_rec_recogservicefi_ , CommitTrainedUserWordMethodStart ,513,4628,2,,,
sds_rec_recogservicefi_ , ConfirmNoContextCreationActivityMethodResult ,513,65,7,,,
sds_rec_recogservicefi_ , ConfirmNoContextCreationActivityMethodStart ,513,65,2,,,
sds_rec_recogservicefi_ , ConfirmVoconActivityStopMethodResult ,519,20752,7,,,
sds_rec_recogservicefi_ , ConfirmVoconActivityStopMethodStart ,519,20752,2,,,
sds_rec_recogservicefi_ , CreateDeviceContextsMethodResult ,513,4629,7,,,
sds_rec_recogservicefi_ , CreateDeviceContextsMethodStart ,513,4629,2,,,
sds_rec_recogservicefi_ , CreateRecogResourcesMethodResult ,513,51,7,768,100,2
sds_rec_recogservicefi_ , CreateRecogResourcesMethodStart ,513,51,2,,,
sds_rec_recogservicefi_ , DeleteUserWordCategoriesMethodResult ,517,12561,7,,,
sds_rec_recogservicefi_ , DeleteUserWordCategoriesMethodStart ,517,12561,2,,,
sds_rec_recogservicefi_ , DeleteUserWordsMethodResultLast ,513,4622,12,,,
sds_rec_recogservicefi_ , DeleteUserWordsMethodStart ,517,12560,2,,,
sds_rec_recogservicefi_ , DoSlaveRecognitionMethodResult ,513,52,7,,,
sds_rec_recogservicefi_ , DoSlaveRecognitionMethodStart ,513,52,2,,,
sds_rec_recogservicefi_ , DoUpRegToPropertiesMethodResult ,512,527,7,,,
